day,type,range,value
13,S_M,91-100,0.001658375
13,S_M,>100,0.015478165
14,S_M,0,0.586931818
14,S_M,1-10,0.342613636
14,S_M,11-20,0.030113636
14,S_M,21-30,0.010227273
14,S_M,31-40,0.001136364
14,S_M,41-50,0.003409091
14,S_M,51-60,0.004545455
14,S_M,61-70,0.006818182
14,S_M,71-80,0.002272727
14,S_M,81-90,0.0
14,S_M,91-100,0.000568182
14,S_M,>100,0.011363636
15,S_M,0,0.628219485
15,S_M,1-10,0.306830907
15,S_M,11-20,0.022396417
15,S_M,21-30,0.007838746
15,S_M,31-40,0.002239642
15,S_M,41-50,0.002799552
15,S_M,51-60,0.008398656
15,S_M,61-70,0.004479283
15,S_M,71-80,0.001119821
15,S_M,81-90,0.001119821
15,S_M,91-100,0.001679731
15,S_M,>100,0.01287794
16,S_M,0,0.639705882
16,S_M,1-10,0.286764706
16,S_M,11-20,0.024886878
16,S_M,21-30,0.006221719
16,S_M,31-40,0.005090498
16,S_M,41-50,0.001696833
16,S_M,51-60,0.007352941
16,S_M,61-70,0.009615385
16,S_M,71-80,0.002262443
16,S_M,81-90,0.002262443
